path,final_equity,cagr,sharpe,max_dd
0,1.4269269621879557,0.11420182082351138,0.46424286492753875,-0.4415165964421866
1,0.42786712920990877,-0.2275747463725356,-0.08308484608235878,-0.866907729560286
2,13.548883957784112,1.2094659936622545,1.3761081614654422,-0.8110946491356986
3,0.3407357251047448,-0.2792626287640517,-0.13238749046871295,-0.8309065555791578
4,42.62148738598247,2.1309685094836217,2.07842424353035,-0.45311170558322456
5,0.7945424769934916,-0.06756416173633184,0.10543092399981824,-0.7505005676534348
6,5.936765463170247,0.719048351361721,1.1883331860358501,-0.4109314171402836
7,1.2110693002222763,0.05997893851471736,0.51724181103347,-0.8451636227957612
8,6.847308365973853,0.7953011076793435,1.3743858135717582,-0.5029085127816955
9,0.7070469609393153,-0.10007321311683204,0.3596393833091994,-0.8485857583330022
10,0.727891668387249,-0.09208476725199832,0.17115044730240925,-0.7961242022949203
11,0.332040324627446,-0.28490752040166123,-0.03475681159349151,-0.8894288862301045
12,7.022584558002739,0.8091566125805836,1.1013404226060668,-0.46191231997571597
13,10.881391459561199,1.0669256215416043,1.4813902396528114,-0.5322447878298606
14,1.0455351983802543,0.013636347176567476,0.33321210566510295,-0.8182226398803076
15,1.584018687512816,0.15016573399750577,0.5547271664796463,-0.5199916781976136
16,2.946101008403834,0.3890871323444154,0.9400122389184676,-0.5836856628399614
17,2.8460680401247007,0.37456813575056525,0.8369894359131123,-0.7059854769683233
18,3.1812369586208016,0.4219127742572091,0.8757573910999731,-0.5147457153258824
19,1.6600373937906134,0.16668205812302572,0.5495297712094042,-0.5717034550656989
20,0.521150604995716,-0.17981909498289372,-0.016831542607706446,-0.7374307318472049
21,0.786678591421417,-0.07038093534431311,0.16313105694328991,-0.8024152567707299
22,1.6144846501094459,0.1568498219674106,0.537183017399971,-0.5070722259663516
23,2.6186543969964524,0.34018714531360095,0.6903696815596693,-0.9078727490633013
24,0.47245009267614707,-0.2039324314690325,0.14735501045221153,-0.824679784089825
25,3.9277331303522787,0.516066261764919,1.0017549119499018,-0.517158473392115
26,1.931601924675305,0.22170573422443995,0.6348147833117687,-0.6009110764042661
27,5.077264267109282,0.6391890891351968,1.2789400523251266,-0.3317934472653861
28,6.318757112364463,0.7519651533697433,1.1435654208535446,-0.5218793101145551
29,2.0070187345046686,0.23602159593689742,0.6905069425868346,-0.5535857855559352
30,0.29114814463432176,-0.3129294244883337,-0.37159026420176333,-0.867113578394198
31,1.6829010503346165,0.1715463766876959,0.6576584302461709,-0.9140021336466374
32,21.013899145326413,1.525006133585713,1.784967927178908,-0.3786096102122711
33,0.5353066711235158,-0.1731057452982644,0.020339491477547003,-0.6824735751904657
34,1.773535824763424,0.19038877466234072,0.5747445367100542,-0.5354774487572241
35,36.459805699234785,1.9857391636188941,1.6653770271784722,-0.49054018470318095
36,1.7160397520320536,0.17851577593178947,0.5954390283086143,-0.5681770025019587
37,24.936006805854053,1.6599176083698675,1.3302427923975964,-0.5254008464543936
38,1.5744370508161072,0.1480450908281472,0.5930582639011895,-0.7751336783359638
39,7.78426716562494,0.8667180511989203,1.1380277221356456,-0.6317512564447161
40,3.9350117223562973,0.516920256914311,1.0817935340945415,-0.4359516082622355
